user_id,total_number_of_sessions,total_page_clicks,avg_page_clicks,flights_booked_and_not_cancelled,hotels_booked_and_not_cancelled,total_cancellations,total_trips,avg_checked_bags,avg_seats,pct_discounted_flights,pct_discounted_hotels,avg_flights_discount,avg_hotel_discount,avg_flights_spending,avg_hotel_spending,avg_nights_spend,avg_rooms_taken,avg_return_flight_booked,avg_session_duration,avg_time_to_flight,avg_trip_duration,distinct_airlines,age,gender,married,has_children,home_country,home_city,home_airport,sign_up_date,latest_session,earliest_session,avg_distance_flown,perc_of_domestic_flights,perc_of_flights_without_hotels,perc_of_hotels_without_flights
152583,8,149,18.625,1,1,0,1,,,12.5,12.5,0.15,0.15,367.83,213.0,2.0,1.0,0.125,139.0,750145.0,432000.0,1,39,F,0,0,usa,colorado springs,COS,2022-04-17,2023-06-05 21:37:35.000000,2023-02-01 20:58:00,,0.125,0.0,0.0
153982,8,150,18.75,3,3,0,3,,,0.0,12.5,,0.15,218.95666666666668,207.0,1.3333333333333333,1.0,0.375,138.5,788353.333333,230400.0,2,47,F,0,1,canada,toronto,YKZ,2022-04-19,2023-07-20 20:45:14.000000,2023-01-09 19:34:00,,0.375,0.0,0.0
160754,8,86,10.75,1,1,0,1,,,0.0,0.0,,,93.62,214.0,2.0,1.0,0.125,80.875,1015156.0,345600.0,1,47,F,1,1,usa,new york,LGA,2022-04-26,2023-06-26 20:00:44.000000,2023-02-13 21:33:00,,0.125,0.0,0.0
164522,8,89,11.125,1,1,0,1,1.0,1.0,25.0,12.5,0.05,0.05,328.32,233.0,13.0,1.0,0.125,83.375,765185.0,1296000.0,1,50,F,1,0,usa,kansas city,MCI,2022-04-30,2023-07-14 21:10:16.000000,2023-01-17 21:39:00,,0.125,0.0,0.0
167852,8,63,7.875,0,0,0,0,,,12.5,25.0,0.1,0.1,,,,,0.0,58.0,,,0,19,F,0,0,usa,tampa,MCF,2022-05-03,2023-04-25 17:14:14.000000,2023-01-05 04:16:00,,0.0,0.0,0.0
171470,8,446,55.75,1,0,2,2,0.0,1.0,12.5,0.0,0.1,,2878.25,,,,0.125,1842.5,15666209.333333,1238400.0,1,26,F,0,0,usa,atlanta,ATL,2022-05-06,2023-07-10 04:46:09.000000,2023-03-09 22:17:14,188.44057066841305,0.0,0.125,0.0
174997,8,252,31.5,2,2,1,3,,,0.0,25.0,,0.125,295.215,112.0,2.0,1.0,0.25,991.75,831453.666667,432000.0,2,34,F,0,0,usa,grand rapids,GRR,2022-05-10,2023-07-15 05:27:36.000000,2023-01-05 20:17:50,106.89401912642259,0.25,0.0,0.0
175032,9,127,14.11111111111111,2,3,0,3,,,11.11111111111111,22.22222222222222,0.3,0.1,554.625,139.0,4.333333333333333,2.0,0.2222222222222222,104.333333,507973.0,302400.0,2,31,F,0,0,usa,houston,IAH,2022-05-10,2023-07-20 21:13:38.000000,2023-01-20 21:00:00,,0.2222222222222222,0.0,0.1111111111111111
181157,8,153,19.125,3,3,0,3,2.0,4.0,25.0,12.5,0.175,0.15,346.4766666666667,162.33333333333334,3.3333333333333335,2.0,0.375,141.125,513126.333333,403200.0,3,55,F,1,0,usa,houston,HOU,2022-05-15,2023-07-07 10:42:16.000000,2023-01-11 07:36:00,,0.375,0.0,0.0
182191,8,148,18.5,0,0,1,1,,,0.0,12.5,,0.1,,,,,0.0,665.787969,1609985.696248,1382400.0,0,21,F,0,1,usa,phoenix,PHX,2022-05-16,2023-07-04 16:43:15.000000,2023-01-05 14:26:34,16.12051320523016,0.0,0.0,0.0
187212,8,128,16.0,3,3,0,3,,,12.5,12.5,0.3999999999999999,0.1,414.19,217.33333333333334,2.0,1.0,0.375,118.75,750210.0,288000.0,3,56,F,1,1,usa,los angeles,LAX,2022-05-21,2023-06-09 18:13:58.000000,2023-01-05 22:12:00,,0.375,0.0,0.0
189676,8,93,11.625,1,2,0,2,,,12.5,0.0,0.15,,1244.31,180.5,9.0,2.0,0.125,86.375,389254.0,518400.0,1,37,F,0,1,usa,fort worth,FTW,2022-05-23,2023-05-03 19:52:26.000000,2023-01-20 18:11:00,,0.125,0.0,0.125
190866,8,148,18.5,4,4,0,4,,,0.0,12.5,,0.05,461.1175,177.25,2.25,1.0,0.5,138.0,665122.5,324000.0,3,39,F,0,0,usa,tallahassee,TLH,2022-05-24,2023-07-03 11:05:27.000000,2023-01-09 20:35:00,,0.5,0.0,0.0
195192,8,225,28.125,1,1,0,1,,,12.5,12.5,0.1,0.1,394.29,160.0,1.0,2.0,0.125,208.375,1336367.0,259200.0,1,30,F,0,0,usa,chicago,MDW,2022-05-28,2023-05-29 17:05:14.000000,2023-01-10 21:41:00,,0.125,0.0,0.0
204943,7,249,35.57142857142857,5,5,1,5,0.0,3.0,28.571428571428573,0.0,0.15,,549.288,200.4,6.2,1.6,0.7142857142857143,1147.142857,5570524.0,792000.0,5,42,M,0,0,canada,ottawa,YOW,2022-06-06,2023-07-28 14:51:08.000000,2023-01-07 07:55:00,27.580111239804673,0.7142857142857143,0.0,0.0
204997,8,439,54.875,3,2,2,4,0.0,2.0,12.5,25.0,0.25,0.1,323.91,77.0,3.0,1.5,0.375,1399.17795,1280257.71528,570240.0,2,40,F,1,0,usa,kansas city,MCI,2022-06-06,2023-07-10 17:02:02.000000,2023-01-05 09:11:24,69.94620514709005,0.375,0.125,0.0
205044,9,134,14.88888888888889,3,3,0,3,1.0,1.0,11.11111111111111,0.0,0.05,,916.1166666666667,249.33333333333334,4.666666666666667,2.0,0.3333333333333333,110.333333,575231.333333,489600.0,3,42,F,1,1,canada,toronto,YKZ,2022-06-06,2023-06-07 04:06:08.000000,2023-01-27 11:47:00,,0.3333333333333333,0.0,0.0
206011,7,120,17.142857142857142,3,2,0,3,,,0.0,28.571428571428573,,0.2,203.41,128.5,4.0,1.0,0.42857142857142855,128.714286,555926.333333,345600.0,3,41,F,0,1,usa,kansas city,MCI,2022-06-07,2023-07-08 14:36:54.000000,2023-01-10 15:49:00,,0.42857142857142855,0.14285714285714285,0.0
216796,8,125,15.625,1,1,1,1,2.0,2.0,37.5,12.5,0.16666666666666666,0.1,2500.87,241.0,10.0,1.0,0.125,491.328442,16815184.686232,950400.0,1,24,F,0,0,usa,cincinnati,CVG,2022-06-16,2023-03-13 04:35:24.627536,2023-01-13 13:22:00,86.76920306767833,0.0,0.0,0.0
217114,9,59,6.555555555555555,0,0,0,0,,,11.11111111111111,33.333333333333336,0.05,0.15,,,,,0.0,49.888889,,,0,21,O,1,1,usa,long beach,LGB,2022-06-17,2023-06-26 16:42:46.000000,2023-01-06 19:36:00,,0.0,0.0,0.0
217136,8,106,13.25,1,2,0,2,,,25.0,0.0,0.175,,539.57,236.5,2.0,1.0,0.125,99.375,675312.0,259200.0,1,40,F,0,1,usa,little rock,LIT,2022-06-17,2023-05-14 16:53:18.000000,2023-01-12 16:14:00,,0.125,0.0,0.125
220725,9,316,35.111111111111114,4,3,1,4,,,11.11111111111111,11.11111111111111,0.15,0.05,494.5425,130.0,3.6666666666666665,1.0,0.4444444444444444,948.888889,473830.6,501120.0,4,42,F,0,0,usa,stockton,SCK,2022-06-20,2023-06-07 21:30:06.000000,2023-01-07 19:45:00,24.436342299943338,0.4444444444444444,0.1111111111111111,0.0
224996,7,80,11.428571428571429,1,0,0,1,,,0.0,14.285714285714286,,0.1,728.23,,,,0.14285714285714285,85.0,767906.0,172800.0,1,44,F,0,1,canada,halifax,YHZ,2022-06-23,2023-05-01 19:11:53.000000,2023-02-14 09:40:00,,0.14285714285714285,0.14285714285714285,0.0
226367,8,114,14.25,3,3,0,3,0.0,2.0,12.5,0.0,0.05,,296.4033333333333,253.0,1.6666666666666667,1.3333333333333333,0.375,105.5,642034.333333,259200.0,3,45,F,0,0,usa,washington,IAD,2022-06-25,2023-06-26 22:58:04.000000,2023-01-07 21:27:00,,0.375,0.0,0.0
228195,9,116,12.88888888888889,0,0,0,0,,,11.11111111111111,0.0,0.2,,,,,,0.0,95.777778,,,0,28,F,0,1,usa,los angeles,LAX,2022-06-26,2023-06-01 17:46:31.000000,2023-01-28 04:02:00,,0.0,0.0,0.0
228872,8,126,15.75,1,2,0,2,,,12.5,0.0,0.35,,509.21,94.0,6.5,1.0,0.125,118.0,463085.0,518400.0,1,36,M,0,0,usa,san antonio,RND,2022-06-27,2023-07-16 06:07:25.000000,2023-01-09 23:03:00,,0.125,0.0,0.125
229009,8,144,18.0,3,2,1,3,,,0.0,0.0,,,928.42,149.5,1.5,1.0,0.375,264.785429,14297129.179142,799200.0,3,19,F,0,0,usa,stockton,SCK,2022-06-27,2023-07-08 16:42:55.283434,2023-02-15 19:09:00,243.12949287571016,0.25,0.125,0.0
229108,8,321,40.125,1,0,1,1,,,25.0,25.0,0.2,0.1,438.61,,,,0.125,1012.25,12854822.0,604800.0,1,27,F,0,0,usa,burlington,BTV,2022-06-27,2023-05-08 18:12:58.000000,2023-01-04 20:44:00,28.371545128878687,0.125,0.125,0.0
229330,7,97,13.857142857142858,3,3,0,3,,,0.0,14.285714285714286,,0.1,347.53333333333336,224.33333333333334,2.0,1.6666666666666667,0.42857142857142855,102.714286,692799.333333,345600.0,3,49,F,1,0,usa,colorado springs,COS,2022-06-27,2023-07-17 18:36:19.000000,2023-02-17 15:42:00,,0.42857142857142855,0.0,0.0
232647,8,100,12.5,1,1,0,2,,,12.5,0.0,0.1,,237.1,213.0,11.0,1.0,0.125,93.875,656907.0,259200.0,1,19,F,0,0,usa,birmingham,BHM,2022-06-30,2023-06-02 16:53:16.000000,2023-01-24 06:28:00,,0.125,0.125,0.125
249521,8,151,18.875,1,2,0,2,,,12.5,37.5,0.2,0.13333333333333333,642.02,141.5,1.5,1.0,0.125,140.625,761836.0,259200.0,1,61,F,1,1,canada,ottawa,YOW,2022-07-15,2023-07-04 19:03:15.000000,2023-02-06 12:58:00,,0.125,0.0,0.125
252835,8,117,14.625,5,4,0,5,0.0,1.0,12.5,12.5,0.3,0.05,335.31,132.75,2.75,1.0,0.625,108.25,686152.8,362880.0,4,39,F,0,1,usa,chicago,ORD,2022-07-18,2023-07-10 06:27:15.000000,2023-01-07 15:44:00,,0.625,0.125,0.0
258451,8,167,20.875,0,1,1,1,,,12.5,0.0,0.15,,,178.0,13.0,1.0,0.0,219.875,,,0,24,F,0,0,usa,miami,OPF,2022-07-22,2023-06-17 15:53:04.000000,2023-02-03 21:16:00,,0.0,0.0,0.125
264470,8,118,14.75,2,2,0,2,0.0,1.0,12.5,12.5,0.05,0.1,436.51,200.0,4.5,1.0,0.25,111.0,739201.0,475200.0,2,47,F,0,1,usa,bakersfield,BFL,2022-07-27,2023-06-04 17:50:06.000000,2023-01-04 22:50:00,,0.25,0.0,0.0
276512,8,98,12.25,1,1,0,1,,,25.0,25.0,0.125,0.125,395.69,100.0,1.0,1.0,0.125,91.375,880663.0,259200.0,1,43,F,1,1,usa,austin,AUS,2022-08-06,2023-05-27 01:02:06.000000,2023-01-14 16:25:00,,0.125,0.0,0.0
281952,8,158,19.75,2,2,0,2,,,0.0,12.5,,0.15,342.36,131.5,1.0,1.0,0.25,146.375,662518.5,172800.0,2,38,F,0,0,usa,louisville,LOU,2022-08-11,2023-07-08 20:56:11.000000,2023-01-28 19:32:00,,0.25,0.0,0.0
283325,8,114,14.25,1,2,0,2,0.0,1.0,25.0,12.5,0.075,0.1,453.27,360.5,3.0,1.5,0.125,105.625,476873.0,518400.0,1,52,F,1,0,usa,dallas,DAL,2022-08-12,2023-06-22 21:05:53.000000,2023-01-28 12:04:00,,0.125,0.0,0.125
290123,7,127,18.142857142857142,5,4,0,5,,,0.0,0.0,,,784.314,204.5,3.25,1.75,0.5714285714285714,134.285714,625405.2,280800.0,5,42,F,1,0,usa,houston,HOU,2022-08-18,2023-06-24 13:23:23.000000,2023-02-09 10:51:00,,0.7142857142857143,0.14285714285714285,0.0
297546,8,207,25.875,4,5,0,5,,,0.0,12.5,,0.05,415.18,106.0,5.2,1.4,0.5,192.875,477994.25,410400.0,2,52,F,1,0,usa,new york,JFK,2022-08-24,2023-07-07 21:53:58.000000,2023-01-16 07:47:00,,0.5,0.0,0.125
298253,8,98,12.25,1,0,0,1,,,25.0,12.5,0.225,0.15,712.42,,,,0.125,91.75,561404.0,172800.0,1,48,F,1,1,usa,los angeles,LAX,2022-08-24,2023-06-13 21:37:48.000000,2023-01-05 20:25:00,,0.125,0.125,0.0
299476,9,187,20.77777777777778,1,1,0,1,,,22.22222222222222,22.22222222222222,0.2,0.125,192.38,71.0,1.0,1.0,0.1111111111111111,154.111111,679919.0,259200.0,1,40,F,1,0,usa,atlanta,ATL,2022-08-25,2023-07-19 14:31:21.000000,2023-01-05 19:03:00,,0.1111111111111111,0.0,0.0
306165,8,89,11.125,0,0,0,0,,,0.0,0.0,,,,,,,0.0,82.5,,,0,22,F,0,0,usa,cleveland,CLE,2022-08-31,2023-07-07 11:29:07.000000,2023-01-19 20:40:00,,0.0,0.0,0.0
306819,8,329,41.125,2,2,1,2,,,12.5,12.5,0.05,0.05,80.08,316.5,1.0,1.0,0.25,1061.875,672514.0,201600.0,2,61,F,1,1,usa,new york,JFK,2022-09-01,2023-07-17 15:56:31.000000,2023-01-27 21:31:00,6.656757844476544,0.25,0.0,0.0
312488,7,56,8.0,0,0,0,0,,,14.285714285714286,14.285714285714286,0.25,0.2,,,,,0.0,60.285714,,,0,32,M,1,0,usa,new york,JFK,2022-09-05,2023-04-03 10:37:20.000000,2023-01-31 12:21:00,,0.0,0.0,0.0
313724,7,307,43.857142857142854,3,4,1,4,,,0.0,0.0,,,394.18666666666667,184.25,4.0,1.5,0.42857142857142855,1222.285714,462308.5,324000.0,3,53,F,0,0,usa,tulsa,TUL,2022-09-06,2023-07-15 19:58:03.000000,2023-01-18 20:08:00,22.6327182636112,0.42857142857142855,0.0,0.14285714285714285
316527,8,139,17.375,4,4,0,4,,,12.5,12.5,0.15,0.05,434.9725,322.75,3.0,1.25,0.5,130.0,677231.5,367200.0,4,43,F,1,1,canada,winnipeg,YWG,2022-09-08,2023-07-01 14:37:53.000000,2023-01-09 22:50:00,,0.5,0.0,0.0
317688,7,103,14.714285714285714,3,3,0,3,,,28.571428571428573,0.0,0.24999999999999994,,245.99666666666667,190.33333333333334,1.6666666666666667,1.0,0.42857142857142855,109.857143,790349.0,288000.0,3,42,F,0,1,usa,indianapolis,IND,2022-09-09,2023-06-01 18:26:35.000000,2023-01-08 11:06:00,,0.42857142857142855,0.0,0.0
322867,8,82,10.25,1,1,0,1,,,25.0,25.0,0.125,0.1,173.04,189.0,7.0,1.0,0.125,77.0,590260.0,691200.0,1,47,F,0,0,usa,mobile,BFM,2022-09-14,2023-07-08 13:01:23.000000,2023-01-17 16:24:00,,0.125,0.0,0.0
324191,8,86,10.75,2,2,0,2,,,25.0,12.5,0.1,0.15,49.87,273.5,4.5,1.5,0.25,80.125,878640.5,518400.0,2,41,F,0,0,usa,san diego,SAN,2022-09-15,2023-05-26 19:19:50.000000,2023-01-11 10:48:00,,0.25,0.0,0.0
328590,8,383,47.875,3,2,1,3,,,12.5,25.0,0.1,0.15,976.76,155.0,4.5,2.0,0.375,1085.5,541999.75,324000.0,3,57,F,0,0,usa,san diego,NZY,2022-09-18,2023-07-03 05:55:02.000000,2023-01-16 21:05:00,44.1559234644685,0.375,0.125,0.0
330764,8,375,46.875,1,2,1,3,,,0.0,12.5,,0.05,375.52,129.5,4.5,1.0,0.125,1061.125,524699.0,86400.0,1,40,F,0,0,usa,detroit,DET,2022-09-20,2023-06-16 08:03:20.000000,2023-01-07 04:10:00,7.898207201637597,0.125,0.125,0.25
330893,8,133,16.625,3,3,0,3,,,0.0,12.5,,0.05,287.2033333333333,138.0,2.0,1.0,0.375,124.0,510708.666667,288000.0,3,44,F,1,1,usa,oklahoma city,OKC,2022-09-20,2023-06-30 22:58:42.000000,2023-01-16 20:00:00,,0.375,0.0,0.0
331039,8,198,24.75,1,1,1,1,,,12.5,25.0,0.1,0.075,2290.87,209.0,8.0,2.0,0.125,610.045213,21079204.319148,864000.0,1,46,F,1,1,canada,london,YXU,2022-09-20,2023-04-23 10:12:14.361704,2023-01-17 12:53:00,38.34789892549525,0.125,0.0,0.0
334787,8,119,14.875,3,3,0,3,1.0,1.0,25.0,0.0,0.05,,252.72333333333333,169.0,2.0,1.0,0.375,110.875,487755.666667,259200.0,3,54,F,0,0,usa,minneapolis,MSP,2022-09-23,2023-07-07 12:25:30.000000,2023-01-08 15:30:00,,0.375,0.0,0.0
337227,8,83,10.375,0,0,0,0,,,0.0,12.5,,0.05,,,,,0.0,77.0,,,0,36,F,1,0,usa,santa ana,SNA,2022-09-25,2023-04-20 20:32:26.000000,2023-01-25 13:23:00,,0.0,0.0,0.0
338086,7,113,16.142857142857142,1,1,0,1,,,14.285714285714286,0.0,0.3,,644.83,76.0,2.0,1.0,0.14285714285714285,120.857143,351538.0,345600.0,1,41,F,0,1,usa,washington,IAD,2022-09-25,2023-06-21 11:02:22.000000,2023-03-04 17:57:00,,0.14285714285714285,0.0,0.0
340166,8,88,11.0,0,1,0,1,,,12.5,12.5,0.1,0.1,,237.0,2.0,1.0,0.0,81.625,,,0,52,M,1,1,usa,san francisco,SFO,2022-09-27,2023-06-20 22:08:22.000000,2023-01-10 22:44:00,,0.0,0.0,0.125
343928,8,122,15.25,2,1,0,2,1.0,2.0,25.0,12.5,0.29999999999999993,0.1,2775.31,116.0,3.0,1.0,0.25,112.75,14753769.5,691200.0,2,66,F,1,0,usa,el paso,BIF,2022-09-30,2023-07-19 21:06:19.000000,2023-01-18 19:05:00,,0.125,0.125,0.0
347778,9,162,18.0,5,4,0,5,,,22.22222222222222,0.0,0.15,,846.738,226.75,2.25,1.75,0.5555555555555556,133.333333,535794.8,259200.0,4,51,F,0,0,usa,las vegas,LSV,2022-10-03,2023-06-23 11:46:18.000000,2023-01-31 19:30:00,,0.5555555555555556,0.1111111111111111,0.0
348817,8,125,15.625,3,4,0,4,,,12.5,0.0,0.05,,458.20666666666665,259.0,2.25,1.0,0.375,116.0,496803.0,288000.0,3,30,F,0,0,canada,calgary,YYC,2022-10-04,2023-06-03 14:28:46.000000,2023-01-10 19:26:00,,0.375,0.0,0.125
348863,8,81,10.125,0,0,0,0,,,0.0,12.5,,0.1,,,,,0.0,74.625,,,0,68,F,1,0,usa,san antonio,SKF,2022-10-04,2023-06-19 16:58:22.000000,2023-01-04 08:57:00,,0.0,0.0,0.0
349132,9,133,14.777777777777779,2,3,0,3,,,0.0,11.11111111111111,,0.1,360.53,193.66666666666666,4.666666666666667,1.6666666666666667,0.2222222222222222,110.333333,613713.0,388800.0,2,50,F,0,0,usa,cincinnati,CVG,2022-10-04,2023-07-08 21:16:51.000000,2023-01-04 19:46:00,,0.2222222222222222,0.0,0.1111111111111111
350648,8,295,36.875,1,1,1,1,,,25.0,12.5,0.175,0.1,212.18,185.0,3.0,1.0,0.125,807.186962,355087.752151,345600.0,1,19,F,0,0,usa,lincoln,LNK,2022-10-05,2023-07-08 11:23:11.000000,2023-01-16 05:48:00,11.423575797446262,0.125,0.0,0.0
353271,7,61,8.714285714285714,0,0,0,0,,,14.285714285714286,14.285714285714286,0.15,0.15,,,,,0.0,66.0,,,0,28,F,0,1,usa,milwaukee,MKE,2022-10-07,2023-07-08 02:32:09.000000,2023-01-10 20:43:00,,0.0,0.0,0.0
353694,8,100,12.5,2,2,0,2,,,37.5,0.0,0.08333333333333333,,230.685,124.0,4.5,1.5,0.125,92.5,688514.5,518400.0,2,41,F,0,1,usa,new york,LGA,2022-10-07,2023-07-05 21:19:57.000000,2023-01-15 06:44:00,,0.25,0.0,0.0
354050,7,151,21.571428571428573,4,4,0,4,,,0.0,14.285714285714286,,0.05,343.95,210.25,2.75,1.25,0.42857142857142855,159.428571,719762.75,345600.0,4,51,F,0,0,usa,detroit,DET,2022-10-07,2023-07-04 15:16:11.000000,2023-01-27 01:35:00,,0.5714285714285714,0.0,0.0
354260,8,116,14.5,2,1,0,2,,,25.0,0.0,0.15,,582.505,260.0,2.0,1.0,0.25,107.875,951637.5,216000.0,2,51,F,0,0,usa,providence,PVD,2022-10-07,2023-04-03 21:05:43.000000,2023-01-13 17:23:00,,0.25,0.125,0.0
354311,8,98,12.25,2,1,0,2,,,12.5,0.0,0.1,,536.445,97.0,3.0,1.0,0.25,92.0,624273.5,216000.0,1,47,F,1,0,usa,tucson,DMA,2022-10-08,2023-04-12 09:37:39.000000,2023-01-08 20:29:00,,0.25,0.125,0.0
354950,8,100,12.5,1,1,0,1,,,0.0,12.5,,0.1,460.54,127.0,6.0,1.0,0.125,94.125,393390.0,604800.0,1,55,M,1,0,usa,amarillo,AMA,2022-10-08,2023-06-14 20:40:16.000000,2023-01-25 11:01:00,,0.125,0.0,0.0
356046,8,101,12.625,2,2,0,2,,,12.5,12.5,0.15,0.05,391.905,97.5,2.0,1.5,0.25,94.0,733743.5,259200.0,2,36,F,0,0,canada,ottawa,YOW,2022-10-09,2023-06-30 21:31:07.000000,2023-01-20 17:40:00,,0.25,0.0,0.0
357737,8,419,52.375,4,5,1,5,,,0.0,37.5,,0.08333333333333333,517.075,155.4,3.2,1.0,0.5,1101.125,587707.6,362880.0,4,43,F,1,1,usa,san diego,SAN,2022-10-10,2023-06-26 21:36:45.000000,2023-01-10 19:15:00,6.625348368199215,0.5,0.0,0.125
359072,8,318,39.75,3,3,1,3,,,25.0,0.0,0.2,,153.93666666666667,137.0,2.0,1.0,0.375,983.723602,755539.552796,302400.0,3,52,F,1,1,canada,montreal,YUL,2022-10-11,2023-04-29 19:08:29.000000,2023-01-07 06:10:00,19.2953147680985,0.375,0.0,0.0
359080,8,126,15.75,4,2,0,4,,,12.5,12.5,0.1,0.2,1288.39,338.5,2.0,1.0,0.5,119.0,6644419.0,540000.0,4,43,F,1,0,usa,new york,JFK,2022-10-11,2023-07-03 05:20:48.000000,2023-01-05 18:33:00,,0.375,0.25,0.0
359653,8,127,15.875,2,2,0,2,,,12.5,25.0,0.25,0.075,392.165,215.0,1.5,1.0,0.25,118.0,604961.0,259200.0,2,56,M,0,0,canada,victoria,YYJ,2022-10-12,2023-07-07 14:50:54.000000,2023-01-08 17:56:00,,0.25,0.0,0.0
361459,8,59,7.375,1,1,0,1,,,0.0,25.0,,0.125,393.91,165.0,1.0,1.0,0.125,56.0,601848.0,259200.0,1,43,F,1,1,usa,houston,EFD,2022-10-13,2023-05-03 11:32:18.000000,2023-01-09 22:41:00,,0.125,0.0,0.0
361759,7,72,10.285714285714286,2,1,0,2,,,42.857142857142854,28.571428571428573,0.15,0.075,410.2,63.0,2.0,1.0,0.2857142857142857,75.285714,731174.5,216000.0,1,54,F,1,0,canada,winnipeg,YWG,2022-10-13,2023-06-06 18:17:22.000000,2023-01-06 17:54:00,,0.2857142857142857,0.14285714285714285,0.0
363535,7,223,31.857142857142858,2,2,1,2,,,28.571428571428573,0.0,0.225,,273.795,172.0,4.0,1.0,0.14285714285714285,946.82121,358564.75051,345600.0,2,32,F,0,0,usa,charlotte,CLT,2022-10-14,2023-05-08 02:50:16.000000,2023-01-07 17:07:00,16.084121673252785,0.2857142857142857,0.0,0.0
365825,8,355,44.375,1,2,1,2,,,12.5,0.0,0.1,,64.63,159.0,7.0,1.5,0.125,1042.75,593420.0,1036800.0,1,46,F,0,0,usa,los angeles,LAX,2022-10-16,2023-06-12 18:09:40.000000,2023-01-04 16:06:00,,0.125,0.0,0.125
371201,8,105,13.125,1,0,0,1,,,12.5,12.5,0.3999999999999999,0.05,199.47,,,,0.125,97.125,750597.0,777600.0,1,29,M,0,1,usa,new york,JFK,2022-10-20,2023-04-19 20:30:03.000000,2023-01-10 11:10:00,,0.125,0.125,0.0
372970,7,65,9.285714285714286,1,1,0,1,,,28.571428571428573,28.571428571428573,0.125,0.15,714.2,276.0,1.0,1.0,0.14285714285714285,70.571429,583905.0,259200.0,1,35,F,0,0,usa,charlotte,CLT,2022-10-21,2023-05-22 19:48:15.000000,2023-01-26 20:23:00,,0.14285714285714285,0.0,0.0
